candidate_id,education,experience,python,sql,excel,power_bi,statistics,machine_learning,tableau,communication,git,data_visualization,projects,internships,certifications,target_role,readiness_score,readiness_category,job_selected
C0490,M.Tech,0,0,1,0,1,1,0,1,1,1,1,0,0,1,Business Analyst,45.85,Not Ready,1
C0491,B.Sc,0,1,0,1,1,1,0,1,1,1,0,4,1,1,Business Analyst,54.84,Not Ready,0
C0492,B.Sc,0,1,0,1,0,1,1,1,1,1,0,5,1,4,ML Engineer,68.76,Needs Improvement,1
C0493,B.Sc,1,1,1,0,1,1,1,0,1,0,1,4,2,4,Python Developer,71.72,Needs Improvement,1
C0494,B.E,0,1,0,0,0,1,0,1,1,1,1,3,0,4,Business Analyst,53.8,Not Ready,1
C0495,M.Tech,2,1,0,1,0,1,0,0,1,1,1,1,0,4,Data Analyst,54.92,Not Ready,1
C0496,BCA,0,0,0,0,1,1,1,1,1,0,1,1,0,1,Business Analyst,33.8,Not Ready,1
C0497,B.Tech,0,0,1,0,1,1,1,1,1,1,1,3,1,2,ML Engineer,69.66,Needs Improvement,1
C0498,M.Tech,0,1,1,0,0,1,1,1,1,1,0,1,0,4,Data Analyst,56.14,Needs Improvement,0
C0499,B.Sc,0,1,1,0,1,0,0,1,1,1,0,1,2,1,Data Scientist,45.48,Not Ready,1
C0500,B.E,1,1,1,1,1,0,0,1,1,1,1,0,2,0,Python Developer,61.49,Needs Improvement,1
